OrderID,OrderDate,FiscalQuarter,Region,Channel,Dealer,Salesperson,Product,Category,MaterialOrType,Units,UnitPrice,DiscountRate,Revenue,COGS,GrossMargin,BackorderRisk,Notes
NAW-10253,2025-01-01,FY25 Q1,West,Dealer,Metro Music Supply,Jordan Lee,Humidifier Kit,Accessory,Care,108,32.09,0.05,3465.72,1490.26,1975.46,Medium,Dealer replenishment
NAW-10254,2025-01-01,FY25 Q1,West,Education,Bayfront Studio Gear,Taylor Brooks,Premium Strap,Accessory,Accessory,126,51.37,0.1,6472.62,2977.41,3495.21,Low,Back-to-school promotion
NAW-10255,2025-01-01,FY25 Q1,West,E-commerce,Metro Music Supply,Morgan Evans,Aurora Dreadnought,Guitar,Spruce/Mahogany,34,1361.77,0.1,46300.18,26854.1,19446.08,Low,Dealer replenishment
NAW-10256,2025-01-01,FY25 Q1,West,Distributor,Soundpost Music,Priya Shah,Coated Lifespan Strings,Accessory,String set,112,26.56,0.05,2974.72,1160.14,1814.58,Medium,Dealer replenishment
NAW-10257,2025-01-01,FY25 Q1,West,Distributor,Lakeside Strings,Jordan Lee,Summit Grand Auditorium,Guitar,Spruce/Walnut,37,1806.64,0.03,66845.68,37433.58,29412.1,High,Dealer replenishment
NAW-10258,2025-01-01,FY25 Q1,West,Artist Relations,Riverbend Instruments,Jordan Lee,Humidifier Kit,Accessory,Care,145,29.73,0.12,4310.85,1853.67,2457.18,Low,Holiday prebuild
NAW-10259,2025-01-01,FY25 Q1,West,Distributor,Metro Music Supply,Dana Hart,Premium Strap,Accessory,Accessory,26,51.37,0.1,1335.62,614.39,721.23,High,Accessory attach opportunity
NAW-10260,2025-01-01,FY25 Q1,West,Dealer,Pacific Pick House,Morgan Evans,Phosphor Bronze Strings,Accessory,String set,66,17.7,0.05,1168.2,490.64,677.56,Medium,Back-to-school promotion
NAW-10261,2025-01-01,FY25 Q1,West,Dealer,Prairie Note,Priya Shah,Coated Lifespan Strings,Accessory,String set,37,27.96,0,1034.52,403.46,631.06,High,Artist clinic follow-up
NAW-10262,2025-01-01,FY25 Q1,West,E-commerce,Copper Canyon Guitars,Samira Khan,Humidifier Kit,Accessory,Care,82,32.09,0.05,2631.38,1131.49,1499.89,Medium,Accessory attach opportunity
NAW-10263,2025-01-01,FY25 Q1,West,Distributor,Cedar Hall Music,Elliot Chen,Northstar Ukulele,Instrument,Mahogany,30,365.86,0.1,10975.8,6695.24,4280.56,Low,Artist clinic follow-up
NAW-10264,2025-01-01,FY25 Q1,West,Dealer,Prairie Note,Dana Hart,Summit Grand Auditorium,Guitar,Spruce/Walnut,13,1676.26,0.1,21791.38,12203.17,9588.21,Low,Accessory attach opportunity
NAW-10265,2025-01-01,FY25 Q1,West,Distributor,Bayfront Studio Gear,Elliot Chen,Phosphor Bronze Strings,Accessory,String set,29,17.15,0.08,497.35,208.89,288.46,Low,Holiday prebuild
NAW-10266,2025-01-01,FY25 Q1,West,Artist Relations,Metro Music Supply,Elliot Chen,Aurora Dreadnought,Guitar,Spruce/Mahogany,28,1392.03,0.08,38976.84,22606.57,16370.27,High,Artist clinic follow-up
NAW-10267,2025-01-01,FY25 Q1,West,Artist Relations,Cedar Hall Music,Casey Morgan,Humidifier Kit,Accessory,Care,31,32.77,0.03,1015.87,436.82,579.05,Low,Accessory attach opportunity
NAW-10268,2025-01-01,FY25 Q1,West,Distributor,Riverbend Instruments,Alex Rivera,Phosphor Bronze Strings,Accessory,String set,96,17.7,0.05,1699.2,713.66,985.54,Medium,Dealer replenishment
NAW-10269,2025-01-01,FY25 Q1,West,Dealer,Soundpost Music,Alex Rivera,Northstar Ukulele,Instrument,Mahogany,11,373.99,0.08,4113.89,2509.47,1604.42,Low,Accessory attach opportunity
NAW-10270,2025-01-01,FY25 Q1,West,Education,Bayfront Studio Gear,Morgan Evans,Foundry Custom,Guitar,Adirondack/Maple,4,3586.56,0.12,14346.24,7029.66,7316.58,Low,Back-to-school promotion
NAW-10271,2025-01-01,FY25 Q1,West,Distributor,Cedar Hall Music,Riley Stone,Stage Cutaway,Guitar,Spruce/Ovangkol,4,1326.77,0.05,5307.08,3131.18,2175.9,High,Holiday prebuild
NAW-10272,2025-01-01,FY25 Q1,West,Artist Relations,Metro Music Supply,Jordan Lee,Foundry Custom,Guitar,Adirondack/Maple,22,4075.64,0,89664.08,43935.4,45728.68,Medium,Accessory attach opportunity
NAW-10273,2025-01-01,FY25 Q1,West,E-commerce,Desert Tone Co.,Jordan Lee,Coated Lifespan Strings,Accessory,String set,87,27.96,0,2432.52,948.68,1483.84,Medium,Accessory attach opportunity
NAW-10274,2025-01-01,FY25 Q1,West,Artist Relations,Prairie Note,Jordan Lee,Northstar Ukulele,Instrument,Mahogany,30,357.73,0.12,10731.9,6546.46,4185.44,Low,Accessory attach opportunity
NAW-10275,2025-01-01,FY25 Q1,West,Education,Cedar Hall Music,Dana Hart,Hardshell Case,Accessory,Case,43,229.58,0.1,9871.94,6416.76,3455.18,Low,Back-to-school promotion
NAW-10276,2025-01-01,FY25 Q1,West,Education,Prairie Note,Riley Stone,Summit Grand Auditorium,Guitar,Spruce/Walnut,35,1806.64,0.03,63232.4,35410.14,27822.26,Medium,Accessory attach opportunity
NAW-10277,2025-01-01,FY25 Q1,West,Dealer,Soundpost Music,Morgan Evans,Premium Strap,Accessory,Accessory,147,52.51,0.08,7718.97,3550.73,4168.24,Medium,Artist clinic follow-up
NAW-10278,2025-01-01,FY25 Q1,West,Distributor,Metro Music Supply,Casey Morgan,Phosphor Bronze Strings,Accessory,String set,110,18.64,0,2050.4,861.17,1189.23,High,Back-to-school promotion
NAW-10279,2025-01-01,FY25 Q1,West,Artist Relations,Desert Tone Co.,Samira Khan,Aurora Dreadnought,Guitar,Spruce/Mahogany,20,1467.68,0.03,29353.6,17025.09,12328.51,Low,Dealer replenishment
NAW-10392,2025-03-01,FY25 Q1,West,Dealer,Metro Music Supply,Dana Hart,Harbor OM,Guitar,Spruce/Rosewood,8,2274.23,0,18193.84,9824.67,8369.17,High,Back-to-school promotion
NAW-10393,2025-03-01,FY25 Q1,West,Artist Relations,Lakeside Strings,Samira Khan,Coated Lifespan Strings,Accessory,String set,115,27.31,0.05,3140.65,1224.85,1915.8,Low,Holiday prebuild
NAW-10394,2025-03-01,FY25 Q1,West,Distributor,Desert Tone Co.,Elliot Chen,Premium Strap,Accessory,Accessory,117,52.81,0.1,6178.77,2842.23,3336.54,Low,Accessory attach opportunity
NAW-10395,2025-03-01,FY25 Q1,West,Distributor,Copper Canyon Guitars,Samira Khan,Phosphor Bronze Strings,Accessory,String set,106,16.86,0.12,1787.16,750.61,1036.55,Low,Artist clinic follow-up
NAW-10396,2025-03-01,FY25 Q1,West,Dealer,Blue Ridge Music,Taylor Brooks,Premium Strap,Accessory,Accessory,49,55.75,0.05,2731.75,1256.6,1475.15,Low,Accessory attach opportunity
NAW-10397,2025-03-01,FY25 Q1,West,Artist Relations,Metro Music Supply,Morgan Evans,Trail Mini,Guitar,HPL/Sapele,36,579.67,0.03,20868.12,13355.6,7512.52,High,Dealer replenishment
NAW-10398,2025-03-01,FY25 Q1,West,Distributor,Desert Tone Co.,Casey Morgan,Premium Strap,Accessory,Accessory,90,51.64,0.12,4647.6,2137.9,2509.7,Medium,Holiday prebuild
NAW-10399,2025-03-01,FY25 Q1,West,Dealer,Soundpost Music,Elliot Chen,Hardshell Case,Accessory,Case,50,249.16,0.05,12458.0,8097.7,4360.3,Low,Dealer replenishment
NAW-10400,2025-03-01,FY25 Q1,West,Education,Cedar Hall Music,Jordan Lee,Phosphor Bronze Strings,Accessory,String set,68,17.25,0.1,1173.0,492.66,680.34,High,Dealer replenishment
NAW-10401,2025-03-01,FY25 Q1,West,Dealer,Soundpost Music,Alex Rivera,Humidifier Kit,Accessory,Care,110,33.69,0.03,3705.9,1593.54,2112.36,Medium,Back-to-school promotion
NAW-10402,2025-03-01,FY25 Q1,West,Education,Main Street Frets,Riley Stone,Hardshell Case,Accessory,Case,37,236.05,0.1,8733.85,5677.0,3056.85,Low,Artist clinic follow-up
NAW-10403,2025-03-01,FY25 Q1,West,Dealer,Soundpost Music,Taylor Brooks,Humidifier Kit,Accessory,Care,68,32.99,0.05,2243.32,964.63,1278.69,Medium,Holiday prebuild
NAW-10404,2025-03-01,FY25 Q1,West,Education,Main Street Frets,Dana Hart,Harbor OM,Guitar,Spruce/Rosewood,21,2092.3,0.08,43938.3,23726.68,20211.62,Low,Accessory attach opportunity
NAW-10405,2025-03-01,FY25 Q1,West,Artist Relations,Metro Music Supply,Jordan Lee,Harbor OM,Guitar,Spruce/Rosewood,3,2160.52,0.05,6481.56,3500.04,2981.52,Low,Dealer replenishment
NAW-10406,2025-03-01,FY25 Q1,West,Education,Lakeside Strings,Priya Shah,Stage Cutaway,Guitar,Spruce/Ovangkol,36,1435.92,0,51693.12,30498.94,21194.18,Medium,Back-to-school promotion
NAW-10407,2025-03-01,FY25 Q1,West,Artist Relations,Copper Canyon Guitars,Dana Hart,Humidifier Kit,Accessory,Care,69,32.99,0.05,2276.31,978.81,1297.5,Low,Dealer replenishment
NAW-10408,2025-03-01,FY25 Q1,West,Distributor,Bayfront Studio Gear,Taylor Brooks,Humidifier Kit,Accessory,Care,159,31.26,0.1,4970.34,2137.25,2833.09,Medium,Holiday prebuild
NAW-10409,2025-03-01,FY25 Q1,West,Artist Relations,Bayfront Studio Gear,Priya Shah,Humidifier Kit,Accessory,Care,148,34.73,0,5140.04,2210.22,2929.82,Medium,Back-to-school promotion
NAW-10410,2025-03-01,FY25 Q1,West,Dealer,Metro Music Supply,Riley Stone,Hardshell Case,Accessory,Case,81,230.8,0.12,18694.8,12151.62,6543.18,Low,Artist clinic follow-up
NAW-10411,2025-03-01,FY25 Q1,West,E-commerce,Main Street Frets,Jordan Lee,Northstar Ukulele,Instrument,Mahogany,22,384.52,0.08,8459.44,5160.26,3299.18,Low,Artist clinic follow-up
NAW-10412,2025-03-01,FY25 Q1,West,Distributor,Soundpost Music,Elliot Chen,Phosphor Bronze Strings,Accessory,String set,50,16.86,0.12,843.0,354.06,488.94,Medium,Back-to-school promotion
NAW-10413,2025-03-01,FY25 Q1,West,E-commerce,Cedar Hall Music,Taylor Brooks,Premium Strap,Accessory,Accessory,110,52.81,0.1,5809.1,2672.19,3136.91,Low,Dealer replenishment
NAW-10414,2025-03-01,FY25 Q1,West,Distributor,Main Street Frets,Priya Shah,Phosphor Bronze Strings,Accessory,String set,81,16.86,0.12,1365.66,573.58,792.08,Low,Dealer replenishment
NAW-10415,2025-03-01,FY25 Q1,West,Education,Copper Canyon Guitars,Dana Hart,Phosphor Bronze Strings,Accessory,String set,92,16.86,0.12,1551.12,651.47,899.65,Medium,Dealer replenishment
NAW-10416,2025-03-01,FY25 Q1,West,Distributor,Lakeside Strings,Priya Shah,Humidifier Kit,Accessory,Care,113,34.73,0,3924.49,1687.53,2236.96,Medium,Dealer replenishment
NAW-10417,2025-03-01,FY25 Q1,West,E-commerce,Main Street Frets,Morgan Evans,Stage Cutaway,Guitar,Spruce/Ovangkol,22,1392.84,0.03,30642.48,18079.06,12563.42,Medium,Holiday prebuild
NAW-10418,2025-03-01,FY25 Q1,West,Artist Relations,Cedar Hall Music,Alex Rivera,Northstar Ukulele,Instrument,Mahogany,22,384.52,0.08,8459.44,5160.26,3299.18,Medium,Back-to-school promotion
NAW-10419,2025-03-01,FY25 Q1,West,Education,Copper Canyon Guitars,Taylor Brooks,Premium Strap,Accessory,Accessory,98,56.92,0.03,5578.16,2565.95,3012.21,Medium,Holiday prebuild
NAW-10532,2025-04-01,FY25 Q2,West,Education,Copper Canyon Guitars,Taylor Brooks,Trail Mini,Guitar,HPL/Sapele,30,573.41,0.05,17202.3,11009.47,6192.83,Low,Back-to-school promotion
NAW-10533,2025-04-01,FY25 Q2,West,Artist Relations,Cedar Hall Music,Elliot Chen,Summit Grand Auditorium,Guitar,Spruce/Walnut,16,1876.13,0.03,30018.08,16810.12,13207.96,Low,Accessory attach opportunity
NAW-10534,2025-04-01,FY25 Q2,West,Distributor,Copper Canyon Guitars,Priya Shah,Coated Lifespan Strings,Accessory,String set,122,25.55,0.12,3117.1,1215.67,1901.43,Medium,Back-to-school promotion
NAW-10535,2025-04-01,FY25 Q2,West,Distributor,Riverbend Instruments,Jordan Lee,Northstar Ukulele,Instrument,Mahogany,10,371.49,0.12,3714.9,2266.09,1448.81,Low,Dealer replenishment
NAW-10536,2025-04-01,FY25 Q2,West,Distributor,Blue Ridge Music,Riley Stone,Stage Cutaway,Guitar,Spruce/Ovangkol,4,1377.79,0.05,5511.16,3251.58,2259.58,Low,Holiday prebuild
NAW-10537,2025-04-01,FY25 Q2,West,Distributor,Pacific Pick House,Dana Hart,Northstar Ukulele,Instrument,Mahogany,24,388.38,0.08,9321.12,5685.88,3635.24,Medium,Accessory attach opportunity
NAW-10538,2025-04-01,FY25 Q2,West,Distributor,Prairie Note,Riley Stone,Foundry Custom,Guitar,Adirondack/Maple,38,3893.8,0.08,147964.4,72502.56,75461.84,Medium,Holiday prebuild
NAW-10539,2025-04-01,FY25 Q2,West,E-commerce,Desert Tone Co.,Alex Rivera,Summit Grand Auditorium,Guitar,Spruce/Walnut,36,1837.44,0.05,66147.84,37042.79,29105.05,Medium,Back-to-school promotion
NAW-10540,2025-04-01,FY25 Q2,West,Artist Relations,Soundpost Music,Riley Stone,Phosphor Bronze Strings,Accessory,String set,153,17.42,0.1,2665.26,1119.41,1545.85,High,Accessory attach opportunity
NAW-10541,2025-04-01,FY25 Q2,West,Artist Relations,Riverbend Instruments,Priya Shah,Humidifier Kit,Accessory,Care,29,31.57,0.1,915.53,393.68,521.85,Low,Back-to-school promotion
NAW-10542,2025-04-01,FY25 Q2,West,Dealer,Soundpost Music,Dana Hart,Foundry Custom,Guitar,Adirondack/Maple,35,4020.77,0.05,140726.95,68956.21,71770.74,Medium,Holiday prebuild
NAW-10543,2025-04-01,FY25 Q2,West,Artist Relations,Bayfront Studio Gear,Taylor Brooks,Harbor OM,Guitar,Spruce/Rosewood,35,2228.12,0.03,77984.2,42111.47,35872.73,Medium,Artist clinic follow-up
NAW-10544,2025-04-01,FY25 Q2,West,E-commerce,Metro Music Supply,Priya Shah,Harbor OM,Guitar,Spruce/Rosewood,25,2182.18,0.05,54554.5,29459.43,25095.07,Low,Dealer replenishment
NAW-10545,2025-04-01,FY25 Q2,West,E-commerce,Main Street Frets,Riley Stone,Foundry Custom,Guitar,Adirondack/Maple,5,4020.77,0.05,20103.85,9850.89,10252.96,Low,Dealer replenishment
NAW-10546,2025-04-01,FY25 Q2,West,E-commerce,Lakeside Strings,Riley Stone,Northstar Ukulele,Instrument,Mahogany,3,422.15,0,1266.45,772.53,493.92,Medium,Accessory attach opportunity
NAW-10547,2025-04-01,FY25 Q2,West,Education,Copper Canyon Guitars,Taylor Brooks,Northstar Ukulele,Instrument,Mahogany,4,388.38,0.08,1553.52,947.65,605.87,Medium,Dealer replenishment
NAW-10548,2025-04-01,FY25 Q2,West,Artist Relations,Blue Ridge Music,Elliot Chen,Harbor OM,Guitar,Spruce/Rosewood,30,2297.03,0,68910.9,37211.89,31699.01,Medium,Accessory attach opportunity
NAW-10549,2025-04-01,FY25 Q2,West,Education,Soundpost Music,Priya Shah,Foundry Custom,Guitar,Adirondack/Maple,15,3809.15,0.1,57137.25,27997.25,29140.0,Medium,Artist clinic follow-up
NAW-10550,2025-04-01,FY25 Q2,West,Dealer,Desert Tone Co.,Casey Morgan,Foundry Custom,Guitar,Adirondack/Maple,32,3724.5,0.12,119184.0,58400.16,60783.84,High,Dealer replenishment
NAW-10551,2025-04-01,FY25 Q2,West,E-commerce,Bayfront Studio Gear,Jordan Lee,Foundry Custom,Guitar,Adirondack/Maple,26,4232.39,0,110042.14,53920.65,56121.49,Medium,Back-to-school promotion
NAW-10552,2025-04-01,FY25 Q2,West,E-commerce,Soundpost Music,Jordan Lee,Coated Lifespan Strings,Accessory,String set,90,26.71,0.08,2403.9,937.52,1466.38,Low,Accessory attach opportunity
NAW-10553,2025-04-01,FY25 Q2,West,E-commerce,Riverbend Instruments,Dana Hart,Premium Strap,Accessory,Accessory,79,59.27,0,4682.33,2153.87,2528.46,Low,Dealer replenishment
NAW-10554,2025-04-01,FY25 Q2,West,E-commerce,Main Street Frets,Samira Khan,Coated Lifespan Strings,Accessory,String set,68,27.58,0.05,1875.44,731.42,1144.02,High,Accessory attach opportunity
NAW-10555,2025-04-01,FY25 Q2,West,Artist Relations,Copper Canyon Guitars,Elliot Chen,Aurora Dreadnought,Guitar,Spruce/Mahogany,37,1445.57,0.08,53486.09,31021.93,22464.16,Medium,Artist clinic follow-up
NAW-10556,2025-04-01,FY25 Q2,West,Education,Pacific Pick House,Taylor Brooks,Humidifier Kit,Accessory,Care,63,30.87,0.12,1944.81,836.27,1108.54,High,Artist clinic follow-up
NAW-10557,2025-04-01,FY25 Q2,West,Dealer,Soundpost Music,Riley Stone,Coated Lifespan Strings,Accessory,String set,40,25.55,0.12,1022.0,398.58,623.42,Low,Dealer replenishment
NAW-10558,2025-04-01,FY25 Q2,West,Distributor,Prairie Note,Priya Shah,Premium Strap,Accessory,Accessory,68,56.31,0.05,3829.08,1761.38,2067.7,Low,Accessory attach opportunity
NAW-10559,2025-04-01,FY25 Q2,West,Education,Metro Music Supply,Priya Shah,Foundry Custom,Guitar,Adirondack/Maple,23,3809.15,0.1,87610.45,42929.12,44681.33,High,Holiday prebuild
NAW-10672,2025-05-01,FY25 Q2,West,Education,Lakeside Strings,Elliot Chen,Humidifier Kit,Accessory,Care,147,33.69,0.03,4952.43,2129.54,2822.89,Medium,Dealer replenishment
NAW-10673,2025-05-01,FY25 Q2,West,Artist Relations,Lakeside Strings,Elliot Chen,Humidifier Kit,Accessory,Care,123,31.95,0.08,3929.85,1689.84,2240.01,Medium,Artist clinic follow-up
NAW-10674,2025-05-01,FY25 Q2,West,Education,Bayfront Studio Gear,Samira Khan,Foundry Custom,Guitar,Adirondack/Maple,5,3855.16,0.08,19275.8,9445.14,9830.66,Medium,Artist clinic follow-up
NAW-10675,2025-05-01,FY25 Q2,West,Artist Relations,Desert Tone Co.,Samira Khan,Humidifier Kit,Accessory,Care,133,33.69,0.03,4480.77,1926.73,2554.04,Low,Accessory attach opportunity
NAW-10676,2025-05-01,FY25 Q2,West,E-commerce,Cedar Hall Music,Taylor Brooks,Summit Grand Auditorium,Guitar,Spruce/Walnut,31,1819.21,0.05,56395.51,31581.49,24814.02,Low,Holiday prebuild
NAW-10677,2025-05-01,FY25 Q2,West,Dealer,Main Street Frets,Priya Shah,Hardshell Case,Accessory,Case,53,230.8,0.12,12232.4,7951.06,4281.34,Medium,Accessory attach opportunity
NAW-10678,2025-05-01,FY25 Q2,West,E-commerce,Cedar Hall Music,Morgan Evans,Phosphor Bronze Strings,Accessory,String set,86,18.59,0.03,1598.74,671.47,927.27,High,Accessory attach opportunity
NAW-10679,2025-05-01,FY25 Q2,West,Artist Relations,Prairie Note,Morgan Evans,Coated Lifespan Strings,Accessory,String set,127,27.88,0.03,3540.76,1380.9,2159.86,High,Back-to-school promotion
NAW-10680,2025-05-01,FY25 Q2,West,Dealer,Copper Canyon Guitars,Riley Stone,Aurora Dreadnought,Guitar,Spruce/Mahogany,8,1431.22,0.08,11449.76,6640.86,4808.9,High,Accessory attach opportunity
NAW-10681,2025-05-01,FY25 Q2,West,Dealer,Main Street Frets,Dana Hart,Stage Cutaway,Guitar,Spruce/Ovangkol,27,1292.33,0.1,34892.91,20586.82,14306.09,Medium,Holiday prebuild
NAW-10682,2025-05-01,FY25 Q2,West,Dealer,Bayfront Studio Gear,Taylor Brooks,Summit Grand Auditorium,Guitar,Spruce/Walnut,27,1857.51,0.03,50152.77,28085.55,22067.22,High,Artist clinic follow-up
NAW-10683,2025-05-01,FY25 Q2,West,Artist Relations,Desert Tone Co.,Jordan Lee,Aurora Dreadnought,Guitar,Spruce/Mahogany,34,1369.0,0.12,46546.0,26996.68,19549.32,High,Artist clinic follow-up
NAW-10684,2025-05-01,FY25 Q2,West,Dealer,Desert Tone Co.,Dana Hart,Summit Grand Auditorium,Guitar,Spruce/Walnut,35,1685.16,0.12,58980.6,33029.14,25951.46,Low,Accessory attach opportunity
NAW-10685,2025-05-01,FY25 Q2,West,Dealer,Riverbend Instruments,Jordan Lee,Phosphor Bronze Strings,Accessory,String set,124,19.16,0,2375.84,997.85,1377.99,Medium,Back-to-school promotion
NAW-10686,2025-05-01,FY25 Q2,West,E-commerce,Pacific Pick House,Priya Shah,Hardshell Case,Accessory,Case,60,254.41,0.03,15264.6,9921.99,5342.61,Low,Holiday prebuild
NAW-10687,2025-05-01,FY25 Q2,West,Distributor,Prairie Note,Taylor Brooks,Summit Grand Auditorium,Guitar,Spruce/Walnut,7,1819.21,0.05,12734.47,7131.3,5603.17,Low,Holiday prebuild
NAW-10688,2025-05-01,FY25 Q2,West,E-commerce,Bayfront Studio Gear,Alex Rivera,Foundry Custom,Guitar,Adirondack/Maple,21,3771.35,0.1,79198.35,38807.19,40391.16,Low,Dealer replenishment
NAW-10689,2025-05-01,FY25 Q2,West,Artist Relations,Riverbend Instruments,Priya Shah,Phosphor Bronze Strings,Accessory,String set,30,18.2,0.05,546.0,229.32,316.68,Low,Dealer replenishment
