OrderID,OrderDate,FiscalQuarter,Region,Channel,Dealer,Salesperson,Product,Category,MaterialOrType,Units,UnitPrice,DiscountRate,Revenue,COGS,GrossMargin,BackorderRisk,Notes
NAW-10078,2025-01-01,FY25 Q1,Midwest,Artist Relations,Main Street Frets,Riley Stone,Summit Grand Auditorium,Guitar,Spruce/Walnut,27,1308.62,0.12,35332.74,19786.33,15546.41,Low,Holiday prebuild
NAW-10079,2025-01-01,FY25 Q1,Midwest,Artist Relations,Lakeside Strings,Dana Hart,Phosphor Bronze Strings,Accessory,String set,101,14.43,0.03,1457.43,612.12,845.31,High,Holiday prebuild
NAW-10080,2025-01-01,FY25 Q1,Midwest,Dealer,Desert Tone Co.,Taylor Brooks,Coated Lifespan Strings,Accessory,String set,79,21.65,0.03,1710.35,667.04,1043.31,High,Dealer replenishment
NAW-10081,2025-01-01,FY25 Q1,Midwest,Artist Relations,Bayfront Studio Gear,Elliot Chen,Hardshell Case,Accessory,Case,100,203.67,0,20367.0,13238.55,7128.45,Low,Accessory attach opportunity
NAW-10082,2025-01-01,FY25 Q1,Midwest,Artist Relations,Bayfront Studio Gear,Taylor Brooks,Aurora Dreadnought,Guitar,Spruce/Mahogany,28,1171.83,0.03,32811.24,19030.52,13780.72,Medium,Accessory attach opportunity
NAW-10083,2025-01-01,FY25 Q1,Midwest,Dealer,Copper Canyon Guitars,Casey Morgan,Premium Strap,Accessory,Accessory,21,43.29,0.05,909.09,418.18,490.91,Medium,Artist clinic follow-up
NAW-10196,2025-01-01,FY25 Q1,Midwest,Artist Relations,Riverbend Instruments,Dana Hart,Hardshell Case,Accessory,Case,106,186.4,0.12,19758.4,12842.96,6915.44,Medium,Back-to-school promotion
NAW-10197,2025-01-01,FY25 Q1,Midwest,Education,Metro Music Supply,Alex Rivera,Summit Grand Auditorium,Guitar,Spruce/Walnut,6,1391.9,0.1,8351.4,4676.78,3674.62,Low,Back-to-school promotion
NAW-10198,2025-01-01,FY25 Q1,Midwest,Artist Relations,Riverbend Instruments,Elliot Chen,Hardshell Case,Accessory,Case,133,190.64,0.1,25355.12,16480.83,8874.29,High,Accessory attach opportunity
NAW-10199,2025-01-01,FY25 Q1,Midwest,Artist Relations,Main Street Frets,Elliot Chen,Humidifier Kit,Accessory,Care,136,25.24,0.1,3432.64,1476.04,1956.6,High,Holiday prebuild
NAW-10200,2025-01-01,FY25 Q1,Midwest,Distributor,Blue Ridge Music,Samira Khan,Phosphor Bronze Strings,Accessory,String set,112,15.01,0.03,1681.12,706.07,975.05,Medium,Accessory attach opportunity
NAW-10201,2025-01-01,FY25 Q1,Midwest,Distributor,Blue Ridge Music,Dana Hart,Humidifier Kit,Accessory,Care,53,25.24,0.1,1337.72,575.22,762.5,Medium,Artist clinic follow-up
NAW-10202,2025-01-01,FY25 Q1,Midwest,Distributor,Main Street Frets,Jordan Lee,Stage Cutaway,Guitar,Spruce/Ovangkol,12,1101.69,0.05,13220.28,7799.97,5420.31,Low,Back-to-school promotion
NAW-10203,2025-01-01,FY25 Q1,Midwest,E-commerce,Copper Canyon Guitars,Alex Rivera,Premium Strap,Accessory,Accessory,85,43.6,0.08,3706.0,1704.76,2001.24,Medium,Artist clinic follow-up
NAW-10204,2025-01-01,FY25 Q1,Midwest,E-commerce,Cedar Hall Music,Priya Shah,Harbor OM,Guitar,Spruce/Rosewood,16,1836.71,0,29387.36,15869.17,13518.19,Medium,Artist clinic follow-up
NAW-10205,2025-01-01,FY25 Q1,Midwest,Education,Lakeside Strings,Priya Shah,Hardshell Case,Accessory,Case,48,190.64,0.1,9150.72,5947.97,3202.75,Medium,Back-to-school promotion
NAW-10206,2025-01-01,FY25 Q1,Midwest,Artist Relations,Copper Canyon Guitars,Taylor Brooks,Humidifier Kit,Accessory,Care,116,27.21,0.03,3156.36,1357.23,1799.13,Medium,Accessory attach opportunity
NAW-10207,2025-01-01,FY25 Q1,Midwest,Education,Copper Canyon Guitars,Dana Hart,Coated Lifespan Strings,Accessory,String set,58,21.36,0.08,1238.88,483.16,755.72,Medium,Back-to-school promotion
NAW-10208,2025-01-01,FY25 Q1,Midwest,E-commerce,Desert Tone Co.,Jordan Lee,Summit Grand Auditorium,Guitar,Spruce/Walnut,30,1546.55,0,46396.5,25982.04,20414.46,Medium,Back-to-school promotion
NAW-10209,2025-01-01,FY25 Q1,Midwest,Dealer,Bayfront Studio Gear,Casey Morgan,Northstar Ukulele,Instrument,Mahogany,23,297.05,0.12,6832.15,4167.61,2664.54,Low,Back-to-school promotion
NAW-10210,2025-01-01,FY25 Q1,Midwest,Dealer,Cedar Hall Music,Riley Stone,Hardshell Case,Accessory,Case,89,186.4,0.12,16589.6,10783.24,5806.36,Low,Artist clinic follow-up
NAW-10211,2025-01-01,FY25 Q1,Midwest,E-commerce,Prairie Note,Samira Khan,Foundry Custom,Guitar,Adirondack/Maple,2,3215.02,0.05,6430.04,3150.72,3279.32,Low,Holiday prebuild
NAW-10212,2025-01-01,FY25 Q1,Midwest,Artist Relations,Pacific Pick House,Jordan Lee,Foundry Custom,Guitar,Adirondack/Maple,25,3384.23,0,84605.75,41456.82,43148.93,Medium,Holiday prebuild
NAW-10213,2025-01-01,FY25 Q1,Midwest,Dealer,Blue Ridge Music,Alex Rivera,Stage Cutaway,Guitar,Spruce/Ovangkol,29,1066.9,0.08,30940.1,18254.66,12685.44,Low,Artist clinic follow-up
NAW-10214,2025-01-01,FY25 Q1,Midwest,Artist Relations,Desert Tone Co.,Casey Morgan,Foundry Custom,Guitar,Adirondack/Maple,19,3113.49,0.08,59156.31,28986.59,30169.72,Low,Accessory attach opportunity
NAW-10215,2025-01-01,FY25 Q1,Midwest,Dealer,Riverbend Instruments,Priya Shah,Aurora Dreadnought,Guitar,Spruce/Mahogany,32,1218.7,0.03,38998.4,22619.07,16379.33,Low,Back-to-school promotion
NAW-10216,2025-01-01,FY25 Q1,Midwest,Distributor,Pacific Pick House,Samira Khan,Humidifier Kit,Accessory,Care,57,28.05,0,1598.85,687.51,911.34,High,Back-to-school promotion
NAW-10217,2025-01-01,FY25 Q1,Midwest,Dealer,Copper Canyon Guitars,Elliot Chen,Humidifier Kit,Accessory,Care,40,28.05,0,1122.0,482.46,639.54,Medium,Holiday prebuild
NAW-10218,2025-01-01,FY25 Q1,Midwest,Dealer,Riverbend Instruments,Taylor Brooks,Northstar Ukulele,Instrument,Mahogany,12,320.68,0.05,3848.16,2347.38,1500.78,High,Holiday prebuild
NAW-10219,2025-01-01,FY25 Q1,Midwest,Artist Relations,Lakeside Strings,Dana Hart,Stage Cutaway,Guitar,Spruce/Ovangkol,14,1066.9,0.08,14936.6,8812.59,6124.01,Low,Artist clinic follow-up
NAW-10220,2025-01-01,FY25 Q1,Midwest,Artist Relations,Cedar Hall Music,Samira Khan,Trail Mini,Guitar,HPL/Sapele,33,458.5,0.05,15130.5,9683.52,5446.98,Low,Artist clinic follow-up
NAW-10221,2025-01-01,FY25 Q1,Midwest,E-commerce,Soundpost Music,Priya Shah,Summit Grand Auditorium,Guitar,Spruce/Walnut,15,1391.9,0.1,20878.5,11691.96,9186.54,Low,Accessory attach opportunity
NAW-10222,2025-01-01,FY25 Q1,Midwest,Education,Main Street Frets,Alex Rivera,Stage Cutaway,Guitar,Spruce/Ovangkol,10,1020.51,0.12,10205.1,6021.01,4184.09,Low,Holiday prebuild
NAW-10223,2025-01-01,FY25 Q1,Midwest,E-commerce,Prairie Note,Morgan Evans,Foundry Custom,Guitar,Adirondack/Maple,18,3215.02,0.05,57870.36,28356.48,29513.88,High,Artist clinic follow-up
NAW-10336,2025-03-01,FY25 Q1,Midwest,Dealer,Desert Tone Co.,Dana Hart,Summit Grand Auditorium,Guitar,Spruce/Walnut,20,1431.09,0.1,28621.8,16028.21,12593.59,Medium,Back-to-school promotion
NAW-10337,2025-03-01,FY25 Q1,Midwest,Education,Bayfront Studio Gear,Jordan Lee,Coated Lifespan Strings,Accessory,String set,85,21.48,0.1,1825.8,712.06,1113.74,Medium,Dealer replenishment
NAW-10338,2025-03-01,FY25 Q1,Midwest,Artist Relations,Bayfront Studio Gear,Dana Hart,Coated Lifespan Strings,Accessory,String set,63,21.48,0.1,1353.24,527.76,825.48,Medium,Holiday prebuild
NAW-10339,2025-03-01,FY25 Q1,Midwest,Education,Lakeside Strings,Samira Khan,Hardshell Case,Accessory,Case,152,196.0,0.1,29792.0,19364.8,10427.2,Medium,Back-to-school promotion
NAW-10340,2025-03-01,FY25 Q1,Midwest,Distributor,Pacific Pick House,Priya Shah,Premium Strap,Accessory,Accessory,109,47.27,0.03,5152.43,2370.12,2782.31,High,Dealer replenishment
NAW-10341,2025-03-01,FY25 Q1,Midwest,Dealer,Soundpost Music,Riley Stone,Northstar Ukulele,Instrument,Mahogany,6,329.7,0.05,1978.2,1206.7,771.5,High,Dealer replenishment
NAW-10342,2025-03-01,FY25 Q1,Midwest,Artist Relations,Pacific Pick House,Morgan Evans,Northstar Ukulele,Instrument,Mahogany,22,329.7,0.05,7253.4,4424.57,2828.83,Medium,Accessory attach opportunity
NAW-10343,2025-03-01,FY25 Q1,Midwest,Artist Relations,Pacific Pick House,Casey Morgan,Aurora Dreadnought,Guitar,Spruce/Mahogany,10,1136.76,0.12,11367.6,6593.21,4774.39,Low,Artist clinic follow-up
NAW-10344,2025-03-01,FY25 Q1,Midwest,E-commerce,Copper Canyon Guitars,Alex Rivera,Hardshell Case,Accessory,Case,105,211.25,0.03,22181.25,14417.81,7763.44,Medium,Dealer replenishment
NAW-10345,2025-03-01,FY25 Q1,Midwest,Artist Relations,Pacific Pick House,Jordan Lee,Northstar Ukulele,Instrument,Mahogany,23,347.06,0,7982.38,4869.25,3113.13,Medium,Holiday prebuild
NAW-10346,2025-03-01,FY25 Q1,Midwest,Distributor,Riverbend Instruments,Jordan Lee,Foundry Custom,Guitar,Adirondack/Maple,8,3305.54,0.05,26444.32,12957.72,13486.6,Medium,Artist clinic follow-up
NAW-10347,2025-03-01,FY25 Q1,Midwest,E-commerce,Prairie Note,Casey Morgan,Harbor OM,Guitar,Spruce/Rosewood,33,1794.01,0.05,59202.33,31969.26,27233.07,Medium,Back-to-school promotion
NAW-10348,2025-03-01,FY25 Q1,Midwest,Distributor,Riverbend Instruments,Taylor Brooks,Phosphor Bronze Strings,Accessory,String set,32,14.64,0.08,468.48,196.76,271.72,Low,Artist clinic follow-up
NAW-10349,2025-03-01,FY25 Q1,Midwest,Dealer,Metro Music Supply,Taylor Brooks,Hardshell Case,Accessory,Case,91,217.78,0,19817.98,12881.69,6936.29,Medium,Dealer replenishment
NAW-10350,2025-03-01,FY25 Q1,Midwest,E-commerce,Cedar Hall Music,Casey Morgan,Trail Mini,Guitar,HPL/Sapele,35,471.41,0.05,16499.35,10559.58,5939.77,Medium,Back-to-school promotion
NAW-10351,2025-03-01,FY25 Q1,Midwest,Dealer,Pacific Pick House,Casey Morgan,Phosphor Bronze Strings,Accessory,String set,125,15.12,0.05,1890.0,793.8,1096.2,High,Back-to-school promotion
NAW-10352,2025-03-01,FY25 Q1,Midwest,Distributor,Pacific Pick House,Morgan Evans,Hardshell Case,Accessory,Case,73,217.78,0,15897.94,10333.66,5564.28,Medium,Dealer replenishment
NAW-10353,2025-03-01,FY25 Q1,Midwest,Distributor,Cedar Hall Music,Morgan Evans,Foundry Custom,Guitar,Adirondack/Maple,29,3131.57,0.1,90815.53,44499.61,46315.92,Medium,Accessory attach opportunity
NAW-10354,2025-03-01,FY25 Q1,Midwest,Distributor,Metro Music Supply,Jordan Lee,Coated Lifespan Strings,Accessory,String set,19,21.48,0.1,408.12,159.17,248.95,Medium,Accessory attach opportunity
NAW-10355,2025-03-01,FY25 Q1,Midwest,Distributor,Soundpost Music,Priya Shah,Premium Strap,Accessory,Accessory,72,42.88,0.12,3087.36,1420.19,1667.17,High,Back-to-school promotion
NAW-10356,2025-03-01,FY25 Q1,Midwest,Artist Relations,Copper Canyon Guitars,Casey Morgan,Hardshell Case,Accessory,Case,35,206.89,0.05,7241.15,4706.75,2534.4,Low,Holiday prebuild
NAW-10357,2025-03-01,FY25 Q1,Midwest,Artist Relations,Lakeside Strings,Samira Khan,Aurora Dreadnought,Guitar,Spruce/Mahogany,14,1136.76,0.12,15914.64,9230.49,6684.15,Low,Artist clinic follow-up
NAW-10358,2025-03-01,FY25 Q1,Midwest,Distributor,Prairie Note,Priya Shah,Aurora Dreadnought,Guitar,Spruce/Mahogany,30,1227.18,0.05,36815.4,21352.93,15462.47,Low,Dealer replenishment
NAW-10359,2025-03-01,FY25 Q1,Midwest,Education,Metro Music Supply,Priya Shah,Coated Lifespan Strings,Accessory,String set,73,23.15,0.03,1689.95,659.08,1030.87,Medium,Back-to-school promotion
NAW-10360,2025-03-01,FY25 Q1,Midwest,Dealer,Desert Tone Co.,Priya Shah,Phosphor Bronze Strings,Accessory,String set,52,14.64,0.08,761.28,319.74,441.54,Medium,Artist clinic follow-up
NAW-10361,2025-03-01,FY25 Q1,Midwest,Dealer,Metro Music Supply,Priya Shah,Hardshell Case,Accessory,Case,153,200.36,0.08,30655.08,19925.8,10729.28,Medium,Dealer replenishment
NAW-10362,2025-03-01,FY25 Q1,Midwest,Education,Soundpost Music,Samira Khan,Premium Strap,Accessory,Accessory,84,48.73,0,4093.32,1882.93,2210.39,Medium,Accessory attach opportunity
NAW-10363,2025-03-01,FY25 Q1,Midwest,Artist Relations,Main Street Frets,Morgan Evans,Northstar Ukulele,Instrument,Mahogany,8,319.29,0.08,2554.32,1558.14,996.18,Low,Back-to-school promotion
NAW-10476,2025-04-01,FY25 Q2,Midwest,Education,Desert Tone Co.,Elliot Chen,Phosphor Bronze Strings,Accessory,String set,84,15.27,0.05,1282.68,538.73,743.95,Low,Holiday prebuild
NAW-10477,2025-04-01,FY25 Q2,Midwest,Education,Copper Canyon Guitars,Samira Khan,Northstar Ukulele,Instrument,Mahogany,10,340.02,0.03,3400.2,2074.12,1326.08,Medium,Holiday prebuild
NAW-10478,2025-04-01,FY25 Q2,Midwest,Dealer,Metro Music Supply,Samira Khan,Humidifier Kit,Accessory,Care,114,29.13,0,3320.82,1427.95,1892.87,Low,Dealer replenishment
NAW-10479,2025-04-01,FY25 Q2,Midwest,E-commerce,Cedar Hall Music,Jordan Lee,Hardshell Case,Accessory,Case,30,213.36,0.03,6400.8,4160.52,2240.28,Low,Accessory attach opportunity
NAW-10480,2025-04-01,FY25 Q2,Midwest,Distributor,Lakeside Strings,Riley Stone,Humidifier Kit,Accessory,Care,114,29.13,0,3320.82,1427.95,1892.87,Low,Dealer replenishment
NAW-10481,2025-04-01,FY25 Q2,Midwest,Distributor,Metro Music Supply,Morgan Evans,Hardshell Case,Accessory,Case,67,213.36,0.03,14295.12,9291.83,5003.29,Low,Back-to-school promotion
NAW-10482,2025-04-01,FY25 Q2,Midwest,E-commerce,Lakeside Strings,Dana Hart,Northstar Ukulele,Instrument,Mahogany,17,333.01,0.05,5661.17,3453.31,2207.86,High,Artist clinic follow-up
NAW-10483,2025-04-01,FY25 Q2,Midwest,Education,Riverbend Instruments,Casey Morgan,Summit Grand Auditorium,Guitar,Spruce/Walnut,8,1606.04,0,12848.32,7195.06,5653.26,Medium,Artist clinic follow-up
NAW-10484,2025-04-01,FY25 Q2,Midwest,E-commerce,Bayfront Studio Gear,Dana Hart,Phosphor Bronze Strings,Accessory,String set,132,14.78,0.08,1950.96,819.4,1131.56,Medium,Dealer replenishment
NAW-10485,2025-04-01,FY25 Q2,Midwest,E-commerce,Desert Tone Co.,Taylor Brooks,Northstar Ukulele,Instrument,Mahogany,31,350.54,0,10866.74,6628.71,4238.03,Low,Accessory attach opportunity
NAW-10486,2025-04-01,FY25 Q2,Midwest,E-commerce,Lakeside Strings,Morgan Evans,Northstar Ukulele,Instrument,Mahogany,15,308.47,0.12,4627.05,2822.5,1804.55,Medium,Holiday prebuild
NAW-10487,2025-04-01,FY25 Q2,Midwest,Distributor,Soundpost Music,Riley Stone,Coated Lifespan Strings,Accessory,String set,144,21.7,0.1,3124.8,1218.67,1906.13,Low,Artist clinic follow-up
NAW-10488,2025-04-01,FY25 Q2,Midwest,Dealer,Main Street Frets,Morgan Evans,Premium Strap,Accessory,Accessory,103,44.29,0.1,4561.87,2098.46,2463.41,Medium,Holiday prebuild
NAW-10489,2025-04-01,FY25 Q2,Midwest,Artist Relations,Main Street Frets,Casey Morgan,Humidifier Kit,Accessory,Care,83,25.63,0.12,2127.29,914.73,1212.56,Low,Back-to-school promotion
NAW-10490,2025-04-01,FY25 Q2,Midwest,Artist Relations,Bayfront Studio Gear,Casey Morgan,Premium Strap,Accessory,Accessory,69,43.31,0.12,2988.39,1374.66,1613.73,High,Back-to-school promotion
NAW-10491,2025-04-01,FY25 Q2,Midwest,Distributor,Prairie Note,Alex Rivera,Aurora Dreadnought,Guitar,Spruce/Mahogany,35,1265.57,0.03,44294.95,25691.07,18603.88,Medium,Dealer replenishment
NAW-10492,2025-04-01,FY25 Q2,Midwest,Education,Riverbend Instruments,Casey Morgan,Stage Cutaway,Guitar,Spruce/Ovangkol,6,1204.28,0,7225.68,4263.15,2962.53,Low,Accessory attach opportunity
NAW-10493,2025-04-01,FY25 Q2,Midwest,Distributor,Blue Ridge Music,Alex Rivera,Harbor OM,Guitar,Spruce/Rosewood,19,1678.47,0.12,31890.93,17221.1,14669.83,High,Holiday prebuild
NAW-10494,2025-04-01,FY25 Q2,Midwest,E-commerce,Copper Canyon Guitars,Elliot Chen,Summit Grand Auditorium,Guitar,Spruce/Walnut,35,1557.85,0.03,54524.75,30533.86,23990.89,Medium,Accessory attach opportunity
NAW-10495,2025-04-01,FY25 Q2,Midwest,Artist Relations,Metro Music Supply,Dana Hart,Phosphor Bronze Strings,Accessory,String set,65,14.14,0.12,919.1,386.02,533.08,High,Holiday prebuild
NAW-10496,2025-04-01,FY25 Q2,Midwest,Artist Relations,Metro Music Supply,Casey Morgan,Foundry Custom,Guitar,Adirondack/Maple,35,3092.67,0.12,108243.45,53039.29,55204.16,Low,Dealer replenishment
NAW-10497,2025-04-01,FY25 Q2,Midwest,Distributor,Desert Tone Co.,Casey Morgan,Harbor OM,Guitar,Spruce/Rosewood,32,1811.99,0.05,57983.68,31311.19,26672.49,Low,Holiday prebuild
NAW-10498,2025-04-01,FY25 Q2,Midwest,Education,Riverbend Instruments,Dana Hart,Humidifier Kit,Accessory,Care,92,29.13,0,2679.96,1152.38,1527.58,Medium,Dealer replenishment
NAW-10499,2025-04-01,FY25 Q2,Midwest,E-commerce,Prairie Note,Elliot Chen,Stage Cutaway,Guitar,Spruce/Ovangkol,34,1204.28,0,40945.52,24157.86,16787.66,Low,Dealer replenishment
NAW-10500,2025-04-01,FY25 Q2,Midwest,Artist Relations,Metro Music Supply,Morgan Evans,Premium Strap,Accessory,Accessory,58,43.31,0.12,2511.98,1155.51,1356.47,Low,Back-to-school promotion
NAW-10501,2025-04-01,FY25 Q2,Midwest,Dealer,Desert Tone Co.,Alex Rivera,Stage Cutaway,Guitar,Spruce/Ovangkol,19,1204.28,0,22881.32,13499.98,9381.34,Medium,Accessory attach opportunity
NAW-10502,2025-04-01,FY25 Q2,Midwest,Artist Relations,Metro Music Supply,Elliot Chen,Northstar Ukulele,Instrument,Mahogany,13,340.02,0.03,4420.26,2696.36,1723.9,Low,Back-to-school promotion
NAW-10503,2025-04-01,FY25 Q2,Midwest,Education,Copper Canyon Guitars,Casey Morgan,Humidifier Kit,Accessory,Care,56,28.25,0.03,1582.0,680.26,901.74,High,Dealer replenishment
NAW-10616,2025-05-01,FY25 Q2,Midwest,Artist Relations,Riverbend Instruments,Elliot Chen,Stage Cutaway,Guitar,Spruce/Ovangkol,10,1073.09,0.1,10730.9,6331.23,4399.67,Low,Back-to-school promotion
NAW-10617,2025-05-01,FY25 Q2,Midwest,E-commerce,Desert Tone Co.,Priya Shah,Trail Mini,Guitar,HPL/Sapele,6,481.34,0.03,2888.04,1848.35,1039.69,Low,Back-to-school promotion
NAW-10618,2025-05-01,FY25 Q2,Midwest,Distributor,Prairie Note,Dana Hart,Premium Strap,Accessory,Accessory,72,46.29,0.05,3332.88,1533.12,1799.76,Low,Artist clinic follow-up
NAW-10619,2025-05-01,FY25 Q2,Midwest,Dealer,Pacific Pick House,Priya Shah,Northstar Ukulele,Instrument,Mahogany,26,312.35,0.1,8121.1,4953.87,3167.23,High,Artist clinic follow-up
NAW-10620,2025-05-01,FY25 Q2,Midwest,Dealer,Blue Ridge Music,Morgan Evans,Summit Grand Auditorium,Guitar,Spruce/Walnut,6,1462.89,0.08,8777.34,4915.31,3862.03,High,Accessory attach opportunity
NAW-10621,2025-05-01,FY25 Q2,Midwest,Education,Copper Canyon Guitars,Morgan Evans,Aurora Dreadnought,Guitar,Spruce/Mahogany,10,1136.76,0.12,11367.6,6593.21,4774.39,Medium,Accessory attach opportunity
NAW-10622,2025-05-01,FY25 Q2,Midwest,Education,Bayfront Studio Gear,Jordan Lee,Trail Mini,Guitar,HPL/Sapele,16,446.6,0.1,7145.6,4573.18,2572.42,High,Accessory attach opportunity
NAW-10623,2025-05-01,FY25 Q2,Midwest,Education,Metro Music Supply,Taylor Brooks,Hardshell Case,Accessory,Case,143,191.65,0.12,27405.95,17813.87,9592.08,Low,Artist clinic follow-up
NAW-10624,2025-05-01,FY25 Q2,Midwest,Artist Relations,Metro Music Supply,Casey Morgan,Trail Mini,Guitar,HPL/Sapele,34,456.52,0.08,15521.68,9933.88,5587.8,High,Dealer replenishment
NAW-10625,2025-05-01,FY25 Q2,Midwest,Artist Relations,Lakeside Strings,Elliot Chen,Phosphor Bronze Strings,Accessory,String set,80,14.64,0.08,1171.2,491.9,679.3,Medium,Artist clinic follow-up
NAW-10626,2025-05-01,FY25 Q2,Midwest,E-commerce,Blue Ridge Music,Riley Stone,Harbor OM,Guitar,Spruce/Rosewood,8,1794.01,0.05,14352.08,7750.12,6601.96,High,Back-to-school promotion
NAW-10627,2025-05-01,FY25 Q2,Midwest,Distributor,Blue Ridge Music,Casey Morgan,Humidifier Kit,Accessory,Care,27,25.95,0.1,700.65,301.28,399.37,High,Artist clinic follow-up
NAW-10628,2025-05-01,FY25 Q2,Midwest,Artist Relations,Prairie Note,Priya Shah,Hardshell Case,Accessory,Case,113,196.0,0.1,22148.0,14396.2,7751.8,Low,Artist clinic follow-up
NAW-10629,2025-05-01,FY25 Q2,Midwest,Education,Bayfront Studio Gear,Priya Shah,Hardshell Case,Accessory,Case,23,211.25,0.03,4858.75,3158.19,1700.56,High,Accessory attach opportunity
NAW-10630,2025-05-01,FY25 Q2,Midwest,Dealer,Prairie Note,Jordan Lee,Northstar Ukulele,Instrument,Mahogany,37,336.65,0.03,12456.05,7598.19,4857.86,High,Artist clinic follow-up
