OrderID,OrderDate,FiscalQuarter,Region,Channel,Dealer,Salesperson,Product,Category,MaterialOrType,Units,UnitPrice,DiscountRate,Revenue,COGS,GrossMargin,BackorderRisk,Notes
NAW-10177,2025-01-01,FY25 Q1,Southeast,Education,Bayfront Studio Gear,Taylor Brooks,Northstar Ukulele,Instrument,Mahogany,28,313.6,0.1,8780.8,5356.29,3424.51,Low,Accessory attach opportunity
NAW-10178,2025-01-01,FY25 Q1,Southeast,E-commerce,Pacific Pick House,Jordan Lee,Harbor OM,Guitar,Spruce/Rosewood,4,1744.28,0.08,6977.12,3767.64,3209.48,Medium,Accessory attach opportunity
NAW-10179,2025-01-01,FY25 Q1,Southeast,Education,Copper Canyon Guitars,Morgan Evans,Hardshell Case,Accessory,Case,56,192.41,0.12,10774.96,7003.72,3771.24,Low,Back-to-school promotion
NAW-10180,2025-01-01,FY25 Q1,Southeast,Artist Relations,Soundpost Music,Priya Shah,Premium Strap,Accessory,Accessory,149,47.45,0.03,7070.05,3252.22,3817.83,Medium,Dealer replenishment
NAW-10181,2025-01-01,FY25 Q1,Southeast,Education,Desert Tone Co.,Riley Stone,Trail Mini,Guitar,HPL/Sapele,24,438.42,0.12,10522.08,6734.13,3787.95,Low,Holiday prebuild
NAW-10182,2025-01-01,FY25 Q1,Southeast,Distributor,Metro Music Supply,Riley Stone,Harbor OM,Guitar,Spruce/Rosewood,21,1744.28,0.08,36629.88,19780.14,16849.74,Low,Holiday prebuild
NAW-10183,2025-01-01,FY25 Q1,Southeast,Distributor,Main Street Frets,Priya Shah,Phosphor Bronze Strings,Accessory,String set,154,14.06,0.12,2165.24,909.4,1255.84,Low,Dealer replenishment
NAW-10184,2025-01-01,FY25 Q1,Southeast,Artist Relations,Lakeside Strings,Jordan Lee,Phosphor Bronze Strings,Accessory,String set,41,15.97,0,654.77,275.0,379.77,High,Back-to-school promotion
NAW-10185,2025-01-01,FY25 Q1,Southeast,E-commerce,Metro Music Supply,Taylor Brooks,Foundry Custom,Guitar,Adirondack/Maple,3,3493.4,0,10480.2,5135.3,5344.9,Medium,Artist clinic follow-up
NAW-10186,2025-01-01,FY25 Q1,Southeast,Artist Relations,Cedar Hall Music,Elliot Chen,Trail Mini,Guitar,HPL/Sapele,23,438.42,0.12,10083.66,6453.54,3630.12,Low,Dealer replenishment
NAW-10187,2025-01-01,FY25 Q1,Southeast,E-commerce,Bayfront Studio Gear,Morgan Evans,Stage Cutaway,Guitar,Spruce/Ovangkol,37,1197.08,0,44291.96,26132.26,18159.7,Low,Back-to-school promotion
NAW-10188,2025-01-01,FY25 Q1,Southeast,Distributor,Desert Tone Co.,Jordan Lee,Harbor OM,Guitar,Spruce/Rosewood,24,1801.16,0.05,43227.84,23343.03,19884.81,High,Holiday prebuild
NAW-10189,2025-01-01,FY25 Q1,Southeast,Dealer,Blue Ridge Music,Samira Khan,Trail Mini,Guitar,HPL/Sapele,9,473.29,0.05,4259.61,2726.15,1533.46,Low,Back-to-school promotion
NAW-10190,2025-01-01,FY25 Q1,Southeast,Dealer,Lakeside Strings,Jordan Lee,Foundry Custom,Guitar,Adirondack/Maple,10,3074.19,0.12,30741.9,15063.53,15678.37,Medium,Holiday prebuild
NAW-10191,2025-01-01,FY25 Q1,Southeast,Distributor,Blue Ridge Music,Elliot Chen,Phosphor Bronze Strings,Accessory,String set,24,14.7,0.08,352.8,148.18,204.62,Low,Accessory attach opportunity
NAW-10192,2025-01-01,FY25 Q1,Southeast,Distributor,Main Street Frets,Priya Shah,Humidifier Kit,Accessory,Care,63,25.48,0.12,1605.24,690.25,914.99,Medium,Artist clinic follow-up
NAW-10193,2025-01-01,FY25 Q1,Southeast,Education,Main Street Frets,Priya Shah,Phosphor Bronze Strings,Accessory,String set,47,14.38,0.1,675.86,283.86,392.0,High,Dealer replenishment
NAW-10194,2025-01-01,FY25 Q1,Southeast,E-commerce,Soundpost Music,Elliot Chen,Phosphor Bronze Strings,Accessory,String set,147,14.38,0.1,2113.86,887.82,1226.04,Low,Holiday prebuild
NAW-10195,2025-01-01,FY25 Q1,Southeast,Dealer,Pacific Pick House,Priya Shah,Harbor OM,Guitar,Spruce/Rosewood,35,1839.08,0.03,64367.8,34758.61,29609.19,Low,Artist clinic follow-up
NAW-10308,2025-03-01,FY25 Q1,Southeast,E-commerce,Prairie Note,Jordan Lee,Trail Mini,Guitar,HPL/Sapele,17,512.23,0,8707.91,5573.06,3134.85,Low,Artist clinic follow-up
NAW-10309,2025-03-01,FY25 Q1,Southeast,E-commerce,Main Street Frets,Samira Khan,Hardshell Case,Accessory,Case,129,206.82,0.08,26679.78,17341.86,9337.92,High,Holiday prebuild
NAW-10310,2025-03-01,FY25 Q1,Southeast,Artist Relations,Cedar Hall Music,Taylor Brooks,Summit Grand Auditorium,Guitar,Spruce/Walnut,26,1510.08,0.08,39262.08,21986.76,17275.32,Medium,Artist clinic follow-up
NAW-10311,2025-03-01,FY25 Q1,Southeast,Distributor,Cedar Hall Music,Casey Morgan,Phosphor Bronze Strings,Accessory,String set,130,15.93,0.03,2070.9,869.78,1201.12,Low,Dealer replenishment
NAW-10312,2025-03-01,FY25 Q1,Southeast,Education,Main Street Frets,Priya Shah,Trail Mini,Guitar,HPL/Sapele,11,450.76,0.12,4958.36,3173.35,1785.01,Medium,Holiday prebuild
NAW-10313,2025-03-01,FY25 Q1,Southeast,Distributor,Riverbend Instruments,Riley Stone,Premium Strap,Accessory,Accessory,97,50.3,0,4879.1,2244.39,2634.71,Medium,Back-to-school promotion
NAW-10314,2025-03-01,FY25 Q1,Southeast,Distributor,Metro Music Supply,Priya Shah,Hardshell Case,Accessory,Case,74,206.82,0.08,15304.68,9948.04,5356.64,Medium,Artist clinic follow-up
NAW-10315,2025-03-01,FY25 Q1,Southeast,Dealer,Soundpost Music,Alex Rivera,Northstar Ukulele,Instrument,Mahogany,28,315.26,0.12,8827.28,5384.64,3442.64,High,Accessory attach opportunity
NAW-10316,2025-03-01,FY25 Q1,Southeast,Education,Copper Canyon Guitars,Priya Shah,Harbor OM,Guitar,Spruce/Rosewood,14,1890.86,0.03,26472.04,14294.9,12177.14,High,Holiday prebuild
NAW-10317,2025-03-01,FY25 Q1,Southeast,Distributor,Pacific Pick House,Casey Morgan,Coated Lifespan Strings,Accessory,String set,119,22.17,0.1,2638.23,1028.91,1609.32,High,Back-to-school promotion
NAW-10318,2025-03-01,FY25 Q1,Southeast,E-commerce,Copper Canyon Guitars,Taylor Brooks,Foundry Custom,Guitar,Adirondack/Maple,37,3304.42,0.08,122263.54,59909.13,62354.41,High,Dealer replenishment
NAW-10319,2025-03-01,FY25 Q1,Southeast,Distributor,Riverbend Instruments,Alex Rivera,Stage Cutaway,Guitar,Spruce/Ovangkol,10,1132.32,0.08,11323.2,6680.69,4642.51,Low,Holiday prebuild
NAW-10320,2025-03-01,FY25 Q1,Southeast,Distributor,Main Street Frets,Dana Hart,Humidifier Kit,Accessory,Care,49,28.28,0.05,1385.72,595.86,789.86,Low,Back-to-school promotion
NAW-10321,2025-03-01,FY25 Q1,Southeast,Dealer,Cedar Hall Music,Jordan Lee,Northstar Ukulele,Instrument,Mahogany,11,340.34,0.05,3743.74,2283.68,1460.06,Low,Artist clinic follow-up
NAW-10322,2025-03-01,FY25 Q1,Southeast,Dealer,Blue Ridge Music,Riley Stone,Trail Mini,Guitar,HPL/Sapele,34,461.01,0.1,15674.34,10031.58,5642.76,Low,Holiday prebuild
NAW-10323,2025-03-01,FY25 Q1,Southeast,Artist Relations,Riverbend Instruments,Elliot Chen,Premium Strap,Accessory,Accessory,118,48.79,0.03,5757.22,2648.32,3108.9,Low,Holiday prebuild
NAW-10324,2025-03-01,FY25 Q1,Southeast,Artist Relations,Lakeside Strings,Alex Rivera,Trail Mini,Guitar,HPL/Sapele,36,486.62,0.05,17518.32,11211.72,6306.6,Medium,Artist clinic follow-up
NAW-10325,2025-03-01,FY25 Q1,Southeast,Education,Desert Tone Co.,Samira Khan,Coated Lifespan Strings,Accessory,String set,55,21.68,0.12,1192.4,465.04,727.36,High,Back-to-school promotion
NAW-10326,2025-03-01,FY25 Q1,Southeast,E-commerce,Desert Tone Co.,Morgan Evans,Coated Lifespan Strings,Accessory,String set,115,22.67,0.08,2607.05,1016.75,1590.3,Medium,Artist clinic follow-up
NAW-10327,2025-03-01,FY25 Q1,Southeast,Distributor,Lakeside Strings,Elliot Chen,Humidifier Kit,Accessory,Care,24,28.88,0.03,693.12,298.04,395.08,Medium,Dealer replenishment
NAW-10328,2025-03-01,FY25 Q1,Southeast,Distributor,Main Street Frets,Jordan Lee,Northstar Ukulele,Instrument,Mahogany,23,347.5,0.03,7992.5,4875.43,3117.07,Medium,Dealer replenishment
NAW-10329,2025-03-01,FY25 Q1,Southeast,Education,Soundpost Music,Taylor Brooks,Premium Strap,Accessory,Accessory,25,46.28,0.08,1157.0,532.22,624.78,Low,Holiday prebuild
NAW-10330,2025-03-01,FY25 Q1,Southeast,Education,Bayfront Studio Gear,Taylor Brooks,Summit Grand Auditorium,Guitar,Spruce/Walnut,34,1641.39,0,55807.26,31252.07,24555.19,Medium,Dealer replenishment
NAW-10331,2025-03-01,FY25 Q1,Southeast,Artist Relations,Cedar Hall Music,Morgan Evans,Stage Cutaway,Guitar,Spruce/Ovangkol,6,1230.79,0,7384.74,4357.0,3027.74,Low,Back-to-school promotion
NAW-10332,2025-03-01,FY25 Q1,Southeast,Artist Relations,Soundpost Music,Alex Rivera,Summit Grand Auditorium,Guitar,Spruce/Walnut,7,1559.32,0.05,10915.24,6112.53,4802.71,Low,Holiday prebuild
NAW-10333,2025-03-01,FY25 Q1,Southeast,Education,Bayfront Studio Gear,Priya Shah,Phosphor Bronze Strings,Accessory,String set,111,15.11,0.08,1677.21,704.43,972.78,Medium,Back-to-school promotion
NAW-10334,2025-03-01,FY25 Q1,Southeast,Distributor,Blue Ridge Music,Dana Hart,Northstar Ukulele,Instrument,Mahogany,25,329.59,0.08,8239.75,5026.25,3213.5,Low,Artist clinic follow-up
NAW-10335,2025-03-01,FY25 Q1,Southeast,Dealer,Riverbend Instruments,Casey Morgan,Northstar Ukulele,Instrument,Mahogany,26,329.59,0.08,8569.34,5227.3,3342.04,High,Dealer replenishment
NAW-10448,2025-04-01,FY25 Q2,Southeast,Education,Pacific Pick House,Priya Shah,Premium Strap,Accessory,Accessory,33,44.71,0.12,1475.43,678.7,796.73,Low,Holiday prebuild
NAW-10449,2025-04-01,FY25 Q2,Southeast,E-commerce,Lakeside Strings,Taylor Brooks,Hardshell Case,Accessory,Case,105,208.89,0.08,21933.45,14256.74,7676.71,Low,Artist clinic follow-up
NAW-10450,2025-04-01,FY25 Q2,Southeast,Education,Copper Canyon Guitars,Alex Rivera,Foundry Custom,Guitar,Adirondack/Maple,18,3627.76,0,65299.68,31996.84,33302.84,Medium,Holiday prebuild
NAW-10451,2025-04-01,FY25 Q2,Southeast,Distributor,Cedar Hall Music,Elliot Chen,Hardshell Case,Accessory,Case,37,220.25,0.03,8149.25,5297.01,2852.24,High,Holiday prebuild
NAW-10452,2025-04-01,FY25 Q2,Southeast,E-commerce,Main Street Frets,Dana Hart,Harbor OM,Guitar,Spruce/Rosewood,28,1909.82,0.03,53474.96,28876.48,24598.48,Medium,Holiday prebuild
NAW-10453,2025-04-01,FY25 Q2,Southeast,Distributor,Blue Ridge Music,Jordan Lee,Hardshell Case,Accessory,Case,65,227.06,0,14758.9,9593.28,5165.62,Low,Back-to-school promotion
NAW-10454,2025-04-01,FY25 Q2,Southeast,Distributor,Riverbend Instruments,Casey Morgan,Trail Mini,Guitar,HPL/Sapele,22,475.97,0.08,10471.34,6701.66,3769.68,Low,Dealer replenishment
NAW-10455,2025-04-01,FY25 Q2,Southeast,Distributor,Main Street Frets,Taylor Brooks,Coated Lifespan Strings,Accessory,String set,54,24.88,0,1343.52,523.97,819.55,High,Dealer replenishment
NAW-10456,2025-04-01,FY25 Q2,Southeast,Education,Metro Music Supply,Taylor Brooks,Hardshell Case,Accessory,Case,34,227.06,0,7720.04,5018.03,2702.01,Low,Back-to-school promotion
NAW-10457,2025-04-01,FY25 Q2,Southeast,E-commerce,Blue Ridge Music,Alex Rivera,Northstar Ukulele,Instrument,Mahogany,18,343.75,0.05,6187.5,3774.38,2413.12,Medium,Back-to-school promotion
NAW-10458,2025-04-01,FY25 Q2,Southeast,Artist Relations,Bayfront Studio Gear,Riley Stone,Trail Mini,Guitar,HPL/Sapele,29,475.97,0.08,13803.13,8834.0,4969.13,Low,Accessory attach opportunity
NAW-10459,2025-04-01,FY25 Q2,Southeast,Dealer,Desert Tone Co.,Dana Hart,Trail Mini,Guitar,HPL/Sapele,2,517.36,0,1034.72,662.22,372.5,Low,Back-to-school promotion
NAW-10460,2025-04-01,FY25 Q2,Southeast,Distributor,Copper Canyon Guitars,Samira Khan,Hardshell Case,Accessory,Case,134,220.25,0.03,29513.5,19183.78,10329.72,High,Accessory attach opportunity
NAW-10461,2025-04-01,FY25 Q2,Southeast,Dealer,Prairie Note,Morgan Evans,Premium Strap,Accessory,Accessory,21,48.26,0.05,1013.46,466.19,547.27,Low,Accessory attach opportunity
NAW-10462,2025-04-01,FY25 Q2,Southeast,E-commerce,Cedar Hall Music,Samira Khan,Coated Lifespan Strings,Accessory,String set,39,22.89,0.08,892.71,348.16,544.55,High,Dealer replenishment
NAW-10463,2025-04-01,FY25 Q2,Southeast,Education,Pacific Pick House,Riley Stone,Foundry Custom,Guitar,Adirondack/Maple,33,3264.99,0.1,107744.67,52794.89,54949.78,Medium,Holiday prebuild
NAW-10464,2025-04-01,FY25 Q2,Southeast,E-commerce,Riverbend Instruments,Morgan Evans,Northstar Ukulele,Instrument,Mahogany,38,318.42,0.12,12099.96,7380.98,4718.98,Medium,Accessory attach opportunity
NAW-10465,2025-04-01,FY25 Q2,Southeast,Dealer,Metro Music Supply,Elliot Chen,Aurora Dreadnought,Guitar,Spruce/Mahogany,23,1346.8,0,30976.4,17966.31,13010.09,Medium,Holiday prebuild
NAW-10466,2025-04-01,FY25 Q2,Southeast,Education,Cedar Hall Music,Morgan Evans,Summit Grand Auditorium,Guitar,Spruce/Walnut,11,1574.95,0.05,17324.45,9701.69,7622.76,Medium,Holiday prebuild
NAW-10467,2025-04-01,FY25 Q2,Southeast,Education,Riverbend Instruments,Dana Hart,Northstar Ukulele,Instrument,Mahogany,25,325.66,0.1,8141.5,4966.31,3175.19,Medium,Dealer replenishment
NAW-10468,2025-04-01,FY25 Q2,Southeast,Artist Relations,Desert Tone Co.,Taylor Brooks,Foundry Custom,Guitar,Adirondack/Maple,17,3446.38,0.05,58588.46,28708.35,29880.11,Low,Artist clinic follow-up
NAW-10469,2025-04-01,FY25 Q2,Southeast,Distributor,Blue Ridge Music,Morgan Evans,Foundry Custom,Guitar,Adirondack/Maple,14,3518.93,0.03,49265.02,24139.86,25125.16,Low,Artist clinic follow-up
NAW-10470,2025-04-01,FY25 Q2,Southeast,E-commerce,Cedar Hall Music,Alex Rivera,Hardshell Case,Accessory,Case,140,215.71,0.05,30199.4,19629.61,10569.79,Low,Artist clinic follow-up
NAW-10471,2025-04-01,FY25 Q2,Southeast,Education,Desert Tone Co.,Taylor Brooks,Coated Lifespan Strings,Accessory,String set,97,22.89,0.08,2220.33,865.93,1354.4,Medium,Back-to-school promotion
NAW-10472,2025-04-01,FY25 Q2,Southeast,Artist Relations,Main Street Frets,Riley Stone,Premium Strap,Accessory,Accessory,107,50.8,0,5435.6,2500.38,2935.22,Low,Holiday prebuild
NAW-10473,2025-04-01,FY25 Q2,Southeast,Dealer,Metro Music Supply,Morgan Evans,Summit Grand Auditorium,Guitar,Spruce/Walnut,3,1657.84,0,4973.52,2785.17,2188.35,Low,Holiday prebuild
NAW-10474,2025-04-01,FY25 Q2,Southeast,Education,Cedar Hall Music,Riley Stone,Northstar Ukulele,Instrument,Mahogany,37,332.9,0.08,12317.3,7513.55,4803.75,Medium,Back-to-school promotion
NAW-10475,2025-04-01,FY25 Q2,Southeast,Distributor,Main Street Frets,Casey Morgan,Harbor OM,Guitar,Spruce/Rosewood,14,1968.88,0,27564.32,14884.73,12679.59,Low,Holiday prebuild
NAW-10588,2025-05-01,FY25 Q2,Southeast,Artist Relations,Copper Canyon Guitars,Jordan Lee,Humidifier Kit,Accessory,Care,65,28.28,0.05,1838.2,790.43,1047.77,Medium,Back-to-school promotion
NAW-10589,2025-05-01,FY25 Q2,Southeast,E-commerce,Pacific Pick House,Alex Rivera,Phosphor Bronze Strings,Accessory,String set,111,16.42,0,1822.62,765.5,1057.12,Low,Dealer replenishment
NAW-10590,2025-05-01,FY25 Q2,Southeast,Distributor,Copper Canyon Guitars,Casey Morgan,Harbor OM,Guitar,Spruce/Rosewood,6,1793.4,0.08,10760.4,5810.62,4949.78,High,Dealer replenishment
NAW-10591,2025-05-01,FY25 Q2,Southeast,Dealer,Desert Tone Co.,Elliot Chen,Humidifier Kit,Accessory,Care,28,26.79,0.1,750.12,322.55,427.57,Medium,Dealer replenishment
NAW-10592,2025-05-01,FY25 Q2,Southeast,Education,Bayfront Studio Gear,Riley Stone,Trail Mini,Guitar,HPL/Sapele,38,486.62,0.05,18491.56,11834.6,6656.96,Medium,Back-to-school promotion
NAW-10593,2025-05-01,FY25 Q2,Southeast,Education,Blue Ridge Music,Alex Rivera,Harbor OM,Guitar,Spruce/Rosewood,35,1715.42,0.12,60039.7,32421.44,27618.26,Medium,Holiday prebuild
NAW-10594,2025-05-01,FY25 Q2,Southeast,Artist Relations,Prairie Note,Alex Rivera,Summit Grand Auditorium,Guitar,Spruce/Walnut,13,1559.32,0.05,20271.16,11351.85,8919.31,Low,Back-to-school promotion
NAW-10595,2025-05-01,FY25 Q2,Southeast,Education,Main Street Frets,Samira Khan,Coated Lifespan Strings,Accessory,String set,65,22.67,0.08,1473.55,574.68,898.87,Low,Back-to-school promotion
NAW-10596,2025-05-01,FY25 Q2,Southeast,Distributor,Bayfront Studio Gear,Elliot Chen,Phosphor Bronze Strings,Accessory,String set,103,14.78,0.1,1522.34,639.38,882.96,Medium,Artist clinic follow-up
NAW-10597,2025-05-01,FY25 Q2,Southeast,Dealer,Lakeside Strings,Priya Shah,Hardshell Case,Accessory,Case,52,206.82,0.08,10754.64,6990.52,3764.12,High,Accessory attach opportunity
NAW-10598,2025-05-01,FY25 Q2,Southeast,Distributor,Blue Ridge Music,Taylor Brooks,Premium Strap,Accessory,Accessory,140,47.78,0.05,6689.2,3077.03,3612.17,Low,Artist clinic follow-up
NAW-10599,2025-05-01,FY25 Q2,Southeast,E-commerce,Copper Canyon Guitars,Samira Khan,Foundry Custom,Guitar,Adirondack/Maple,20,3591.76,0,71835.2,35199.25,36635.95,High,Accessory attach opportunity
NAW-10600,2025-05-01,FY25 Q2,Southeast,Education,Lakeside Strings,Alex Rivera,Humidifier Kit,Accessory,Care,43,26.79,0.1,1151.97,495.35,656.62,Medium,Holiday prebuild
NAW-10601,2025-05-01,FY25 Q2,Southeast,Education,Bayfront Studio Gear,Jordan Lee,Premium Strap,Accessory,Accessory,61,45.27,0.1,2761.47,1270.28,1491.19,High,Back-to-school promotion
NAW-10602,2025-05-01,FY25 Q2,Southeast,Education,Bayfront Studio Gear,Samira Khan,Summit Grand Auditorium,Guitar,Spruce/Walnut,13,1641.39,0,21338.07,11949.32,9388.75,Low,Accessory attach opportunity
