OrderID,OrderDate,FiscalQuarter,Region,Channel,Dealer,Salesperson,Product,Category,MaterialOrType,Units,UnitPrice,DiscountRate,Revenue,COGS,GrossMargin,BackorderRisk,Notes
NAW-10053,2025-01-01,FY25 Q1,Southeast,Dealer,Bayfront Studio Gear,Jordan Lee,Aurora Dreadnought,Guitar,Spruce/Mahogany,16,1209.63,0.03,19354.08,11225.37,8128.71,Medium,Accessory attach opportunity
NAW-10054,2025-01-01,FY25 Q1,Southeast,Artist Relations,Desert Tone Co.,Dana Hart,Premium Strap,Accessory,Accessory,72,47.04,0,3386.88,1557.96,1828.92,High,Accessory attach opportunity
NAW-10055,2025-01-01,FY25 Q1,Southeast,E-commerce,Soundpost Music,Priya Shah,Coated Lifespan Strings,Accessory,String set,78,22.35,0.03,1743.3,679.89,1063.41,Low,Back-to-school promotion
NAW-10056,2025-01-01,FY25 Q1,Midwest,Artist Relations,Lakeside Strings,Alex Rivera,Foundry Custom,Guitar,Adirondack/Maple,35,2993.74,0.08,104780.9,51342.64,53438.26,Medium,Dealer replenishment
NAW-10057,2025-01-01,FY25 Q1,Midwest,Education,Main Street Frets,Taylor Brooks,Harbor OM,Guitar,Spruce/Rosewood,6,1554.14,0.12,9324.84,5035.41,4289.43,High,Dealer replenishment
NAW-10058,2025-01-01,FY25 Q1,Midwest,Artist Relations,Metro Music Supply,Morgan Evans,Coated Lifespan Strings,Accessory,String set,95,22.32,0,2120.4,826.96,1293.44,Low,Holiday prebuild
NAW-10059,2025-01-01,FY25 Q1,Midwest,E-commerce,Copper Canyon Guitars,Elliot Chen,Aurora Dreadnought,Guitar,Spruce/Mahogany,20,1208.07,0,24161.4,14013.61,10147.79,Medium,Accessory attach opportunity
NAW-10060,2025-01-01,FY25 Q1,Midwest,Education,Pacific Pick House,Alex Rivera,Premium Strap,Accessory,Accessory,58,44.2,0.03,2563.6,1179.26,1384.34,Medium,Artist clinic follow-up
NAW-10061,2025-01-01,FY25 Q1,Midwest,Distributor,Pacific Pick House,Riley Stone,Trail Mini,Guitar,HPL/Sapele,8,440.87,0.05,3526.96,2257.25,1269.71,Low,Back-to-school promotion
NAW-10062,2025-01-01,FY25 Q1,Midwest,Distributor,Bayfront Studio Gear,Priya Shah,Stage Cutaway,Guitar,Spruce/Ovangkol,18,1081.62,0.03,19469.16,11486.8,7982.36,Low,Back-to-school promotion
NAW-10063,2025-01-01,FY25 Q1,Midwest,Dealer,Riverbend Instruments,Taylor Brooks,Northstar Ukulele,Instrument,Mahogany,28,314.83,0.03,8815.24,5377.3,3437.94,Low,Artist clinic follow-up
NAW-10064,2025-01-01,FY25 Q1,Midwest,E-commerce,Main Street Frets,Jordan Lee,Harbor OM,Guitar,Spruce/Rosewood,17,1766.07,0,30023.19,16212.52,13810.67,Low,Back-to-school promotion
NAW-10065,2025-01-01,FY25 Q1,Midwest,Artist Relations,Riverbend Instruments,Morgan Evans,Northstar Ukulele,Instrument,Mahogany,16,292.11,0.1,4673.76,2850.99,1822.77,Low,Holiday prebuild
NAW-10066,2025-01-01,FY25 Q1,Midwest,Artist Relations,Soundpost Music,Samira Khan,Hardshell Case,Accessory,Case,20,183.3,0.1,3666.0,2382.9,1283.1,Low,Back-to-school promotion
NAW-10067,2025-01-01,FY25 Q1,Midwest,Education,Riverbend Instruments,Jordan Lee,Humidifier Kit,Accessory,Care,88,26.16,0.03,2302.08,989.89,1312.19,Medium,Artist clinic follow-up
NAW-10068,2025-01-01,FY25 Q1,Midwest,Dealer,Desert Tone Co.,Priya Shah,Humidifier Kit,Accessory,Care,77,24.27,0.1,1868.79,803.58,1065.21,Medium,Holiday prebuild
NAW-10069,2025-01-01,FY25 Q1,Midwest,Education,Main Street Frets,Dana Hart,Aurora Dreadnought,Guitar,Spruce/Mahogany,26,1171.83,0.03,30467.58,17671.2,12796.38,High,Holiday prebuild
NAW-10070,2025-01-01,FY25 Q1,Midwest,Artist Relations,Desert Tone Co.,Taylor Brooks,Summit Grand Auditorium,Guitar,Spruce/Walnut,33,1487.07,0,49073.31,27481.05,21592.26,Low,Accessory attach opportunity
NAW-10071,2025-01-01,FY25 Q1,Midwest,Artist Relations,Desert Tone Co.,Jordan Lee,Stage Cutaway,Guitar,Spruce/Ovangkol,32,981.26,0.12,31400.32,18526.19,12874.13,Low,Dealer replenishment
NAW-10072,2025-01-01,FY25 Q1,Midwest,Education,Soundpost Music,Morgan Evans,Premium Strap,Accessory,Accessory,75,45.57,0,3417.75,1572.16,1845.59,Low,Artist clinic follow-up
NAW-10073,2025-01-01,FY25 Q1,Midwest,Distributor,Riverbend Instruments,Dana Hart,Foundry Custom,Guitar,Adirondack/Maple,33,3156.45,0.03,104162.85,51039.8,53123.05,Low,Accessory attach opportunity
NAW-10074,2025-01-01,FY25 Q1,Midwest,Education,Metro Music Supply,Casey Morgan,Phosphor Bronze Strings,Accessory,String set,103,14.14,0.05,1456.42,611.7,844.72,Low,Back-to-school promotion
NAW-10075,2025-01-01,FY25 Q1,Midwest,Distributor,Desert Tone Co.,Taylor Brooks,Hardshell Case,Accessory,Case,24,197.56,0.03,4741.44,3081.94,1659.5,Medium,Holiday prebuild
NAW-10076,2025-01-01,FY25 Q1,Midwest,E-commerce,Main Street Frets,Samira Khan,Coated Lifespan Strings,Accessory,String set,68,20.09,0.1,1366.12,532.79,833.33,High,Artist clinic follow-up
NAW-10077,2025-01-01,FY25 Q1,Midwest,Dealer,Lakeside Strings,Casey Morgan,Summit Grand Auditorium,Guitar,Spruce/Walnut,25,1487.07,0,37176.75,20818.98,16357.77,Medium,Dealer replenishment
NAW-10078,2025-01-01,FY25 Q1,Midwest,Artist Relations,Main Street Frets,Riley Stone,Summit Grand Auditorium,Guitar,Spruce/Walnut,27,1308.62,0.12,35332.74,19786.33,15546.41,Low,Holiday prebuild
NAW-10079,2025-01-01,FY25 Q1,Midwest,Artist Relations,Lakeside Strings,Dana Hart,Phosphor Bronze Strings,Accessory,String set,101,14.43,0.03,1457.43,612.12,845.31,High,Holiday prebuild
NAW-10080,2025-01-01,FY25 Q1,Midwest,Dealer,Desert Tone Co.,Taylor Brooks,Coated Lifespan Strings,Accessory,String set,79,21.65,0.03,1710.35,667.04,1043.31,High,Dealer replenishment
NAW-10081,2025-01-01,FY25 Q1,Midwest,Artist Relations,Bayfront Studio Gear,Elliot Chen,Hardshell Case,Accessory,Case,100,203.67,0,20367.0,13238.55,7128.45,Low,Accessory attach opportunity
NAW-10082,2025-01-01,FY25 Q1,Midwest,Artist Relations,Bayfront Studio Gear,Taylor Brooks,Aurora Dreadnought,Guitar,Spruce/Mahogany,28,1171.83,0.03,32811.24,19030.52,13780.72,Medium,Accessory attach opportunity
NAW-10083,2025-01-01,FY25 Q1,Midwest,Dealer,Copper Canyon Guitars,Casey Morgan,Premium Strap,Accessory,Accessory,21,43.29,0.05,909.09,418.18,490.91,Medium,Artist clinic follow-up
NAW-10084,2025-01-01,FY25 Q1,Southwest,E-commerce,Metro Music Supply,Taylor Brooks,Hardshell Case,Accessory,Case,43,214.62,0,9228.66,5998.63,3230.03,Low,Artist clinic follow-up
NAW-10085,2025-01-01,FY25 Q1,Southwest,E-commerce,Desert Tone Co.,Jordan Lee,Humidifier Kit,Accessory,Care,42,27.57,0.03,1157.94,497.91,660.03,Low,Dealer replenishment
NAW-10086,2025-01-01,FY25 Q1,Southwest,Education,Prairie Note,Casey Morgan,Northstar Ukulele,Instrument,Mahogany,5,331.76,0.03,1658.8,1011.87,646.93,Medium,Artist clinic follow-up
NAW-10087,2025-01-01,FY25 Q1,Southwest,Artist Relations,Prairie Note,Taylor Brooks,Harbor OM,Guitar,Spruce/Rosewood,18,1861.02,0,33498.36,18089.11,15409.25,Medium,Back-to-school promotion
NAW-10088,2025-01-01,FY25 Q1,Southwest,Education,Metro Music Supply,Taylor Brooks,Phosphor Bronze Strings,Accessory,String set,143,13.8,0.12,1973.4,828.83,1144.57,Low,Back-to-school promotion
NAW-10089,2025-01-01,FY25 Q1,Southwest,Education,Pacific Pick House,Morgan Evans,Humidifier Kit,Accessory,Care,142,25.58,0.1,3632.36,1561.91,2070.45,Medium,Back-to-school promotion
NAW-10090,2025-01-01,FY25 Q1,Southwest,E-commerce,Copper Canyon Guitars,Priya Shah,Humidifier Kit,Accessory,Care,152,25.01,0.12,3801.52,1634.65,2166.87,Low,Holiday prebuild
NAW-10091,2025-01-01,FY25 Q1,Southwest,Distributor,Main Street Frets,Morgan Evans,Humidifier Kit,Accessory,Care,50,25.01,0.12,1250.5,537.72,712.78,Medium,Dealer replenishment
NAW-10092,2025-01-01,FY25 Q1,Southwest,E-commerce,Prairie Note,Morgan Evans,Northstar Ukulele,Instrument,Mahogany,37,342.02,0,12654.74,7719.39,4935.35,Low,Holiday prebuild
NAW-10093,2025-01-01,FY25 Q1,Southwest,Dealer,Metro Music Supply,Dana Hart,Coated Lifespan Strings,Accessory,String set,128,22.81,0.03,2919.68,1138.68,1781.0,Medium,Back-to-school promotion
NAW-10094,2025-01-01,FY25 Q1,Southwest,Dealer,Bayfront Studio Gear,Morgan Evans,Harbor OM,Guitar,Spruce/Rosewood,19,1637.7,0.12,31116.3,16802.8,14313.5,Low,Dealer replenishment
NAW-10095,2025-01-01,FY25 Q1,Southwest,Education,Metro Music Supply,Elliot Chen,Foundry Custom,Guitar,Adirondack/Maple,7,3257.57,0.05,22802.99,11173.47,11629.52,Medium,Back-to-school promotion
NAW-10096,2025-01-01,FY25 Q1,Southwest,Distributor,Soundpost Music,Dana Hart,Premium Strap,Accessory,Accessory,34,42.26,0.12,1436.84,660.95,775.89,Low,Artist clinic follow-up
NAW-10097,2025-01-01,FY25 Q1,Southwest,Dealer,Soundpost Music,Elliot Chen,Hardshell Case,Accessory,Case,64,188.87,0.12,12087.68,7856.99,4230.69,High,Artist clinic follow-up
NAW-10098,2025-01-01,FY25 Q1,Southwest,Distributor,Main Street Frets,Dana Hart,Coated Lifespan Strings,Accessory,String set,96,21.17,0.1,2032.32,792.6,1239.72,High,Holiday prebuild
NAW-10099,2025-01-01,FY25 Q1,Southwest,Education,Blue Ridge Music,Dana Hart,Humidifier Kit,Accessory,Care,138,28.42,0,3921.96,1686.44,2235.52,Medium,Back-to-school promotion
NAW-10100,2025-01-01,FY25 Q1,Southwest,Artist Relations,Copper Canyon Guitars,Jordan Lee,Northstar Ukulele,Instrument,Mahogany,16,307.82,0.1,4925.12,3004.32,1920.8,Low,Accessory attach opportunity
NAW-10101,2025-01-01,FY25 Q1,Southwest,Distributor,Main Street Frets,Samira Khan,Trail Mini,Guitar,HPL/Sapele,22,464.57,0.05,10220.54,6541.15,3679.39,Low,Back-to-school promotion
NAW-10102,2025-01-01,FY25 Q1,Southwest,Artist Relations,Main Street Frets,Morgan Evans,Trail Mini,Guitar,HPL/Sapele,21,449.9,0.08,9447.9,6046.66,3401.24,Medium,Accessory attach opportunity
NAW-10103,2025-01-01,FY25 Q1,Southwest,E-commerce,Pacific Pick House,Casey Morgan,Summit Grand Auditorium,Guitar,Spruce/Walnut,37,1567.02,0,57979.74,32468.65,25511.09,High,Back-to-school promotion
NAW-10104,2025-01-01,FY25 Q1,Southwest,Distributor,Metro Music Supply,Morgan Evans,Summit Grand Auditorium,Guitar,Spruce/Walnut,11,1567.02,0,17237.22,9652.84,7584.38,Low,Back-to-school promotion
NAW-10105,2025-01-01,FY25 Q1,Southwest,Education,Copper Canyon Guitars,Dana Hart,Summit Grand Auditorium,Guitar,Spruce/Walnut,19,1520.01,0.03,28880.19,16172.91,12707.28,Medium,Back-to-school promotion
NAW-10106,2025-01-01,FY25 Q1,Southwest,Artist Relations,Soundpost Music,Samira Khan,Coated Lifespan Strings,Accessory,String set,82,22.81,0.03,1870.42,729.46,1140.96,Medium,Dealer replenishment
NAW-10107,2025-01-01,FY25 Q1,Southwest,Dealer,Cedar Hall Music,Casey Morgan,Foundry Custom,Guitar,Adirondack/Maple,9,3154.7,0.08,28392.3,13912.23,14480.07,High,Dealer replenishment
NAW-10108,2025-01-01,FY25 Q1,Southwest,Dealer,Lakeside Strings,Elliot Chen,Phosphor Bronze Strings,Accessory,String set,108,15.21,0.03,1642.68,689.93,952.75,Low,Back-to-school promotion
NAW-10109,2025-01-01,FY25 Q1,Southwest,Dealer,Pacific Pick House,Alex Rivera,Humidifier Kit,Accessory,Care,118,27.0,0.05,3186.0,1369.98,1816.02,Low,Holiday prebuild
NAW-10110,2025-01-01,FY25 Q1,Southwest,Dealer,Pacific Pick House,Priya Shah,Harbor OM,Guitar,Spruce/Rosewood,19,1861.02,0,35359.38,19094.07,16265.31,Low,Dealer replenishment
NAW-10111,2025-01-01,FY25 Q1,Southwest,Distributor,Desert Tone Co.,Dana Hart,Summit Grand Auditorium,Guitar,Spruce/Walnut,25,1488.67,0.05,37216.75,20841.38,16375.37,Low,Back-to-school promotion
NAW-10112,2025-01-01,FY25 Q1,West,Dealer,Riverbend Instruments,Taylor Brooks,Humidifier Kit,Accessory,Care,124,29.88,0.08,3705.12,1593.2,2111.92,Medium,Artist clinic follow-up
NAW-10113,2025-01-01,FY25 Q1,West,Education,Cedar Hall Music,Casey Morgan,Premium Strap,Accessory,Accessory,141,54.88,0,7738.08,3559.52,4178.56,Medium,Dealer replenishment
NAW-10114,2025-01-01,FY25 Q1,West,E-commerce,Main Street Frets,Jordan Lee,Coated Lifespan Strings,Accessory,String set,27,24.19,0.1,653.13,254.72,398.41,Medium,Accessory attach opportunity
NAW-10115,2025-01-01,FY25 Q1,West,Artist Relations,Pacific Pick House,Riley Stone,Trail Mini,Guitar,HPL/Sapele,21,502.99,0.1,10562.79,6760.19,3802.6,Medium,Accessory attach opportunity
NAW-10116,2025-01-01,FY25 Q1,West,E-commerce,Soundpost Music,Samira Khan,Premium Strap,Accessory,Accessory,26,48.29,0.12,1255.54,577.55,677.99,Low,Accessory attach opportunity
NAW-10117,2025-01-01,FY25 Q1,West,Education,Blue Ridge Music,Casey Morgan,Stage Cutaway,Guitar,Spruce/Ovangkol,22,1302.59,0.03,28656.98,16907.62,11749.36,Low,Back-to-school promotion
NAW-10118,2025-01-01,FY25 Q1,West,Distributor,Blue Ridge Music,Alex Rivera,Foundry Custom,Guitar,Adirondack/Maple,16,3801.31,0.03,60820.96,29802.27,31018.69,Medium,Dealer replenishment
NAW-10119,2025-01-01,FY25 Q1,West,Artist Relations,Blue Ridge Music,Riley Stone,Premium Strap,Accessory,Accessory,47,54.88,0,2579.36,1186.51,1392.85,Low,Accessory attach opportunity
NAW-10120,2025-01-01,FY25 Q1,West,E-commerce,Bayfront Studio Gear,Samira Khan,Stage Cutaway,Guitar,Spruce/Ovangkol,21,1208.59,0.1,25380.39,14974.43,10405.96,Low,Artist clinic follow-up
NAW-10121,2025-01-01,FY25 Q1,West,E-commerce,Desert Tone Co.,Riley Stone,Summit Grand Auditorium,Guitar,Spruce/Walnut,23,1790.88,0,41190.24,23066.53,18123.71,Medium,Accessory attach opportunity
NAW-10122,2025-01-01,FY25 Q1,West,Dealer,Lakeside Strings,Morgan Evans,Aurora Dreadnought,Guitar,Spruce/Mahogany,24,1454.88,0,34917.12,20251.93,14665.19,Low,Accessory attach opportunity
NAW-10123,2025-01-01,FY25 Q1,West,Education,Soundpost Music,Casey Morgan,Phosphor Bronze Strings,Accessory,String set,115,16.13,0.1,1854.95,779.08,1075.87,High,Accessory attach opportunity
NAW-10124,2025-01-01,FY25 Q1,West,Distributor,Prairie Note,Samira Khan,Humidifier Kit,Accessory,Care,98,29.88,0.08,2928.24,1259.14,1669.1,Low,Accessory attach opportunity
NAW-10125,2025-01-01,FY25 Q1,West,Dealer,Metro Music Supply,Dana Hart,Summit Grand Auditorium,Guitar,Spruce/Walnut,7,1647.61,0.08,11533.27,6458.63,5074.64,Low,Accessory attach opportunity
NAW-10126,2025-01-01,FY25 Q1,West,E-commerce,Prairie Note,Dana Hart,Hardshell Case,Accessory,Case,122,233.02,0.05,28428.44,18478.49,9949.95,High,Holiday prebuild
